rg,cpf
9ce33ab4.c70,7da91151.fbba.
f2dccd02.d89,79a78e6c.aede.
ebe5660a.c44,176dad8f.00a5.
26bf9c42.d17,a9ee87f5.a5b9.
c3bd0060.8a2,13b026e8.597e.
3deeb7c7.39f,80ce3e73.0481.
fe5d3571.8e8,e8d54633.fbfc.
51ba57c0.111,cd3ef147.1170.
063a9b0b.64e,3614d4a5.851f.
7fed4f1f.c58,4dcc09dc.8109.
1597349e.293,33cac099.94fa.
85bd83eb.b29,df91b9d6.b878.
a3c41f6f.7cc,0fa16cca.c193.
6be46d20.e5c,03f8ee2b.076e.
c09c8b84.b6d,e14178d9.6f2e.
ce1e5030.bb4,e6be63a3.e0ca.
6a66e551.d3d,5e1ab275.9092.
8ca3d52b.dea,ffad6787.d9ec.
a1a06a62.2a4,3d153e38.ec4d.
ce3c4089.042,66809efd.ce20.
a014c5d4.bfc,59b2f804.a591.
61e13798.ee0,ae4d3f9b.a04b.
740ef197.231,ae4b4b6f.3d29.
cfcc73c7.8ce,2273400b.c681.
6d6e6850.4a8,97fdb0e9.a911.
0b4cdc48.6eb,1a57195a.861a.
f7eabf82.b6b,9f46a28d.63f0.
5de3cc3b.1df,a227d0ca.8395.
678fec50.bc9,b8ecd4f4.6759.
ae9ca292.7f0,8448f49d.cc86.
3d6717df.7ff,5a5b25ea.7c33.
35d2b898.4d6,b4bbcf2f.15ed.
5b4888ed.d2c,263942b6.b69e.
544cc94d.113,36b5e869.d27e.
d8a8e5ab.f0e,e70551ce.ce04.
3bf15b23.acf,c672ea36.0620.
9f28370f.4de,e9baad87.1189.
86a0366c.7b0,87e5c1a3.07a7.
c323f77b.b39,3ce61064.80db.
98e1743f.319,84532d33.9c29.
91c4d2a1.f1d,1e5ddc11.9f46.
96796a74.c57,f7698fee.2174.
94642ba4.1cf,37c92dac.b592.
6217f7e7.a52,a57659fe.04af.
22991f2b.589,33f5c3a7.120a.
9f060339.0c3,f522f560.7e4a.
64652b6e.9e2,21813fc4.b547.
bcbf2607.8f3,eb16f27e.8583.
9f858f56.154,84984a46.50f7.
542bb0a9.597,d7cf9333.ae7d.
79f51e59.454,a09ec8d9.14e4.
03e9457c.eac,0fc96f70.a9fa.
8265324c.55f,dd2a0347.cc29.
7c445870.1d5,3ba1ac01.62ad.
2acb5f1a.e37,6fac0a9c.a760.
0ab359c3.f44,226e5387.1fa2.
36469dce.d85,6c67d599.de9f.
6452312e.7c8,3d41ad79.c04c.
7c6beead.dbd,c3baef08.afc3.
4c0568b0.7cf,a18edde4.8df5.
d5916edc.82f,e1644c4e.a741.
c5cd1cd6.024,6116710c.1e79.
d0dcbb3d.9a7,11f76c0a.e952.
666f86fa.459,4406fefb.e084.
8c3c6f92.63c,536e6ed1.4be0.
eabb633e.e12,dfa751c2.52f1.
0e772e27.461,ae9a4a9c.4a13.
61c33797.43d,6e0e475b.a473.
179bf36a.19b,01e9f345.078d.
2c1903da.063,651563cb.af7a.
fc5952be.c76,e0c94c00.5143.
52048f28.646,d138c21e.91c7.
a1df5a03.9f9,bfcd09cc.6196.
282bf955.9b1,03ecfb69.51ab.
8d973557.5ed,72b469c6.5c03.
cc199b3e.651,45401971.18a0.
97e25d0d.88d,b0d62b24.d8ee.
9873d8da.4f6,dadf1d85.b8e1.
537cb624.2a7,fbbde9e8.0cf2.
54ac62a3.ab7,bde246f9.6a8f.
9b613e47.f3b,bca45ddf.b536.
0b5657d8.710,f0ed8d82.b877.
8afb8d3c.e00,49d6bb32.2499.
5c34531d.647,f3f310cf.8c26.
b926f270.f24,76948261.497c.
dd2c77ae.a48,7e5e5843.43e2.
dc36141c.358,051f8bad.6bcf.
43452561.d7a,59d48e1c.a12d.
9e83b355.1e1,b06e9072.194f.
b677c693.c52,826a3ae2.8ba1.
d7c3469d.6d1,4e46c895.f653.
c290f0de.8f4,33b675a4.9997.
5124b2fb.e72,472875e9.064b.
9389b7e8.f27,42b4239e.ef30.
00bad3bf.85b,636de036.b66c.
adbdee56.3c6,0e95b595.3137.
0c8fb427.f53,efb55b20.2baa.
f242d922.320,60c469b4.7413.
6073a21c.ab0,dc9d759f.ac8c.
e5b876ba.e95,aa6db9d7.dad8.
0ab0ee8d.8d1,22c04cce.ed09.
902783b8.21d,a7ff7e62.5f13.
79ee06e9.a20,485ffb7d.3c78.
e0182a95.8a7,0ef55c34.544f.
719bd9b7.884,b184e060.c070.
6d2245a0.506,63841098.f1e6.
2c6e37b8.135,6c7188d3.6731.
079b10d6.a34,8ed01a18.4c44.
94bc4337.365,6836402f.26d1.
09decad4.e95,5c8ebad6.35e1.
1505e9be.fe3,b2659e0e.c2ba.
1fcd298e.8e1,f798115d.1e55.
29958127.436,170c4ac4.f42a.
a7a1934d.cc8,c588988e.3561.
424c76e5.224,a5e95600.2e1c.
3f967a96.80b,5a492389.09e2.
77192119.4cc,550d6c18.3e7f.
55fca8ea.691,025c1616.950d.
9b459ce5.12a,b1f6f5b2.cc09.
08a8eda5.8b2,c60f70cc.a3c4.
419b8231.137,857f88eb.6a37.
86fe5abb.222,7f328fc9.2d01.
9e8e6847.b99,9d5d5589.afca.
b81a9878.e8c,8775594d.d8c2.
39178102.e77,3aa0be0d.2a70.
36fa8810.943,fa124336.7bb5.
d28061e5.390,53153b61.7f42.
b4a4f9ba.ee2,dd488c9c.7828.
b8b1e90e.322,65f85311.412d.
31d953b8.c23,df05c976.81d4.
a777da05.0c9,88207dfb.3f14.
6e10315e.4ec,f876a03d.3913.
2c044d7e.eca,8d030881.df20.
a90c9b11.122,477cccf4.9dab.
f712df9f.6eb,e283ddd6.238e.
432f92dd.954,b19bfd99.87e3.
917bf6fa.d6a,3ca0ec42.cf40.
93c21438.a58,4437e737.fd88.
0581e194.a0c,155724e2.4232.
d9aeb4ff.b3c,2e691c44.5c87.
b03b4688.a53,d29275cb.a805.
bb85764f.6ca,3d25029b.c88c.
ef457829.ebd,15428214.718d.
d44291d6.78b,d136356e.00ec.
36fe6347.67f,6749193f.ad6a.
900f1b6d.b6e,f105799c.beaa.
0af7beeb.dc6,734dd638.6769.
b22c360c.a57,d997416f.87f7.
d7aadbfe.826,4424ad9b.fa41.
0b062cc7.d04,e9f4a3bf.efb5.
fbb87c89.11d,db79bc2a.20ac.
2eaed935.3a8,52b92231.8940.
aa8366d3.8c6,512a33c8.55d6.
d93679a8.513,673b3c24.cc2b.
0312a689.70e,8078c543.d1f5.
0c743c93.417,d62d87ba.0ad0.
6e7c454b.69b,e4733622.69aa.
7d41548b.d01,71f627a0.9d82.
fe09598a.96d,989d8685.3fe3.
9a55d29e.a59,b436d0bc.b16d.
c03fdf8c.05b,1b955351.474f.
33123419.460,54c00b85.eb0c.
01f3dd4b.fd2,4ff00733.9f7f.
4bfcb30f.e42,8354384c.0ab1.
fd3987b8.e0e,80648d4e.a142.
07f4e467.013,1404c87c.f34d.
55704efe.da1,e7e46902.9981.
f22c3041.ade,fe5643f7.9ac6.
2578648f.da3,a2849874.0ee5.
7bc439a0.b18,2a8b8c62.b36e.
ca5aa910.ed5,6be087f4.a59a.
ba397b1e.f10,0fa1a1f6.f80e.
8075f8a5.20f,4ca58bbb.34e6.
5940ec00.599,cfffdf5d.ae9f.
6cc320d1.fb8,cbd7eceb.01c1.
206bd365.1eb,a4d3000f.f590.
0f92680d.86d,7b947513.2565.
b5cf1f52.c89,265108d5.b645.
42122be3.a83,1110e25a.d693.
a8ea6c8b.e85,e792ee52.3ba9.
3a444ca6.210,afed5358.aa8f.
f3c1c585.1eb,96ea4301.352b.
315db21d.290,0ea0d466.575b.
e3f2a283.9ab,221efcd7.ba38.
ae79cd4d.e71,493b37d7.275b.
899483c8.f46,939b568a.e9ee.
9d08ad89.474,6e77593e.b6f3.
a04a2f20.dcb,5d8e4bbf.7bbe.
7a8a8dfe.d59,510f67da.71fc.
900a68e0.994,8971a2dc.b542.
029c37cc.776,47418cf8.c4db.
c286c29b.231,92e7fb9d.ddcf.
6da7085f.2c0,401988e9.2688.
6241040b.43a,12ede8a6.567d.
3e20e898.f7e,93cf8cd1.a79d.
8eb15be8.c00,fdd59c10.b7fa.
5fab1876.bc8,87f8990a.1e99.
ace98e5f.e4a,ed02368a.7103.
3113f86c.96c,ae251bf2.547a.
95843280.d6e,4d2dde50.a06f.
bba5e1fa.111,4e1ce133.8e8f.
2b1a1e41.be1,8cb0e5c2.b58e.
3f9b76e8.c71,8668aa8e.4f10.
925829da.67b,57162c44.7ce8.
c853d05e.dce,cf1344f0.166f.
701e6405.8e2,10b85cb0.4849.
c159dad2.e65,ff0a97dd.5e13.
d355e3d9.b55,964a0bac.e881.
686c2fef.2ad,2029c69e.2d59.
5ff77195.eb7,c253c0d2.f551.
095fc5a2.a03,6bbc01dd.f22c.
77ab2551.354,267af1a8.a0e4.
50795dd4.328,7d94fc03.b808.
75c0fcc2.4d0,191a16cd.81ef.
bc7fe821.c8b,154959b2.7cfd.
604916f5.a60,48abdf83.7833.
c47cd209.f10,a8e2ff84.a5ad.
38443122.f9b,5c02600c.e875.
84cfb57e.c06,67dbe84e.1ecc.
d999df6b.6dd,85cf565c.85ff.
30d0834a.b12,dc789655.658e.
67c314e3.284,00f8cf7a.c19c.
6391921c.060,9f674a0b.195d.
c3cb8ca4.38b,c98a1579.537c.
a3fabd83.e82,0e62fce8.33c4.
ac1f1335.5e7,63127188.66c3.
dec56e3e.250,89f37575.0def.
36b62fc9.047,4a640f77.cb27.
827e301d.1f2,2fa2c978.e8f1.
565f25b4.a5a,55531225.4116.
f9552720.fb4,06eb96bb.5b27.
6f726623.d18,1c28d1e2.d675.
e83501a9.86b,e21d5d9c.37d8.
eb424797.960,55417025.0f82.
c020fcc6.0c2,2de91443.ddc9.
9d4d87ea.db0,14da2e98.5421.
a1833b42.79d,4fdcbf96.ee28.
c16fcd93.17e,a1702d88.ca41.
48d13267.350,7942555f.b9d2.
f0e78a33.a13,f98b7597.eef3.
e77d89fd.56d,17e11bb9.014e.
16a453e5.4e7,b76466c6.ff40.
5def28d1.d39,f310fae0.a99f.
266def20.f43,9bc805e3.473f.
8745cc93.90f,dd61d42d.da0c.
b1d6d3a4.56a,8444802b.1e2d.
b19ca376.e21,5f815d6a.2a2b.
3d00d7d6.2d1,9cb7a7fa.b855.
f2a4a7a1.df2,77158824.a5f6.
d1f7f275.cf7,28d0779d.059b.
d014fd1c.456,0e785d89.ecc8.
bf5bf37c.2a9,e91e9bf9.d354.
f7c86f2c.f8a,e9642f43.20fe.
23d32e51.06a,d6cc02c5.0ab1.
f62111ee.19c,72403c07.cf07.
a641bccf.edf,a57a877b.9a0c.
86bf8b4b.b8a,a61fe8a7.a32e.
bcccceda.103,b29b5869.bca7.
40ff7743.57e,35c29a8a.700d.
9306e0f4.0aa,a1f500c8.bac6.
a603010d.ea4,94cc6f59.665b.
eaeb09bf.9c2,dacca4ec.b7ad.
dbe6cd92.811,0c22b45e.582a.
83a8a8c1.725,bb76e882.58cf.
c9720999.069,02efd893.c859.
45df1521.6a8,96bdc73a.32f6.
5af74c72.974,7f1cfdab.1ea2.
7433ca19.780,72ba677a.1413.
df5b9437.c64,000c0cbc.8037.
431faeb7.6d0,7aa74bd4.6eae.
15875002.7da,a78abaf2.ce79.
6989a80d.c2a,9f56f626.9d25.
a64a62be.d11,56671d69.cc2a.
d3e0a871.01c,5ec94165.8962.
049f861e.acc,fd9ac7d1.f891.
2975a004.c84,c73d0d5f.c264.
0364cf15.c20,d6b9ed0a.5d43.
c59ab292.c79,8f139495.4e0e.
d2836ca4.ee3,758d594e.fd03.
371a4e36.d8f,d163a5ba.9c19.
ac85095a.58d,b3c552cf.4102.
21d00219.b7a,41b79b7b.fb5e.
78683a33.1fb,668f43a5.6fd2.
9eeadca5.2cc,2f6e17c4.d297.
31fc3c8c.cdb,a4418016.76e7.
1da28bd8.c1b,b6de66d0.68f9.
ab696ff6.a22,6f6ebf48.7dda.
5f44ad75.564,a501d7b7.91e6.
bb881cfd.ed8,4ab9783a.906d.
16ace6e9.59d,e057a629.82c3.
6edf34e3.047,46f43e3d.8e0b.
bfaaa883.bd5,80d3fbf0.228c.
be879b89.f69,f0c82399.af60.
b4b6f084.154,0f1f3cbe.6041.
2f675a72.d53,ceba5537.41a8.
717e481d.1fd,e3965db2.6dbe.
88029764.b34,61aee728.3d7d.
fac00515.e6b,cc60e731.004b.
1521b573.98a,289e4fe9.184c.
8ff0bb58.a95,bdab9d7d.2067.
2bab81c0.2b1,5cf07257.3411.
712f4524.76c,8f0f9db2.c085.
2477d06c.6f0,766fc440.320b.
016df524.88c,40d3cbf2.ec2d.
447a92c4.164,5c324ebc.be61.
41b1cd88.6c3,1e6b47ad.36fe.
da953655.a07,71642144.188e.
a6d7c33d.2b1,7502f65d.a303.
e373389b.691,0f509242.85df.
c2a6542a.95d,44371c91.0ac0.
481ada1c.b9b,f4d41388.3cdd.
42698da4.979,ff88064f.5ed9.
1d088d97.652,0c6f302a.0341.
2e766679.e89,40a3ff5e.1062.
bc8289f1.60a,7cbf28fc.7a1b.
c191eae5.7e5,7cc7af8f.e708.
f1bc6f31.cea,99a2318e.b187.
16b810e7.6a4,4f38e8b8.e6c6.
b5cb72fe.baf,31fddb83.fb8f.
061be222.5f0,14771390.ee7c.
0c56a780.71c,25a8aa1c.51d6.
101cd366.20b,bab0d4cf.685d.
b291e51c.881,0c3b6ac9.a0fa.
2064cd23.0e3,ce4d5975.7543.
45b83d3d.5d2,7616107b.0450.
632cf166.9c4,6c072bcd.f960.
c144bec6.fbd,8220e24f.9e12.
0af74dc6.62a,29e8f4c8.83d9.
1d555e65.e2e,3cda552a.0a1c.
76a1391e.c7a,3d1565ba.1f31.
08ec03f6.f16,3b643b44.5846.
39a04321.c83,f5242b2b.0237.
42b5554a.d76,e5edbf53.5e3c.
03d7afa3.5ac,8e089cdb.97d2.
548385f0.9d1,0f455f86.d9ff.
d3488983.374,63282143.8d45.
a20005e7.4f4,d5321579.01e9.
3b558b2b.89a,314dc068.0a97.
01b38af1.c6e,4f00a449.e067.
b4a2e8e3.902,9193881f.2378.
8c3e7464.7d1,d744fe69.bfe9.
f3d21c5a.6ce,8f3f7137.eac5.
e4769663.af5,a0ebcb4a.368a.
4344fa57.31d,2a460ab8.15b0.
19013ca9.952,a5f6eced.f4dc.
a60682aa.bc0,3d825f5d.a59d.
a67e3432.64a,bf651a2c.8398.
012c0838.564,fcba4b63.1f46.
2772e93e.275,fcb8fdb1.b806.
1da9141d.ef6,3d9b5049.4b02.
7cae0113.b0c,a0f139b9.3b9f.
eb9e0dcd.127,cb31bfff.6632.
c822a2a3.77b,65be9e5a.14aa.
6b5ad457.8ea,0fb50e3c.16f4.
fc8526e5.04c,6f5850cb.4765.
efcd8074.d68,29962292.619f.
8c661fb6.047,fae6e99c.9352.
9a5d4c8d.9a4,97edfb4c.ec29.
6b8ea6de.e2f,1d4a0808.b186.
c4b74683.0da,770c6a77.66e3.
c35e4d1f.027,5fc30361.766f.
8edd7f1f.dfb,99733b86.ec5a.
46b44113.9fb,1dacd9a9.fa90.
009f6479.009,e43f6ebc.fc8b.
8fe997c7.924,8295d26c.3a73.
0e005d7e.f45,64b7da1a.b33e.
4a1ef8a0.65e,6226f69d.4331.
dbc2ed9c.5f8,0587bc0f.25cd.
2886a36e.c31,61d70eb1.8a04.
ddd87ebf.f22,e379812d.66fe.
e45b62b7.ddc,53c3ac67.3c51.
0017d00f.6b0,4ad063a3.0f11.
88929a45.e5e,f37d51f8.87de.
cee2a169.7f8,e01a30f4.49ce.
6d5b7ecb.215,a792e33d.a142.
5d695da5.711,785da9ac.42e9.
8c35e0a1.d0d,96085b41.456d.
113cade0.09a,d641dcd0.9e7f.
976ae6b8.26b,f9eebb49.0601.
35c4d51e.5d5,04686aae.ec49.
45feb51e.00e,5651a09c.613d.
d307d7a5.499,21730327.c4e9.
9b09cd37.174,33667ae1.8371.
c4d50830.193,8d3daaf6.4dc0.
58e3aecc.5fe,5b045c81.897e.
c6b110f1.0a3,fe853e78.9bfe.
b36f6854.130,e44558f2.1cdf.
03ec20c3.563,2ed472c9.0a08.
aa0a7765.731,b770ad78.c466.
d7a6e9cb.04b,192ff682.e381.
4e02b226.a47,52876ca8.a864.
3f10b033.30a,8f462ab3.cc57.
14107f94.e18,dbd23a2f.2a21.
06169c58.354,b5dd8009.81e7.
4e5e6466.b4d,805fe693.49ff.
69e6fc6e.bc4,b029e0f9.27b0.
d04abaa9.ee6,2b8cefbc.4ef9.
99e7eff0.f50,888b1d77.f276.
2c2b7d57.953,658af850.4ff1.
e55127c6.ab7,f01681f2.5d94.
d345908b.35f,feac4d60.6783.
6a6238ed.c0b,61191aaf.c142.
50847605.6cf,5dfcc4dc.b2fc.
5d2c44f7.873,69b7c941.5591.
32fb725c.46d,e3a1c874.8f4d.
e6398e35.8d3,3770eb1f.3915.
81c61ea2.426,1514c1cb.2c7b.
3f98481e.cc2,82934876.0b06.
35f88dca.c14,1ac82ebd.8031.
167e33dc.0d8,8fe26536.55bc.
7bb3c5f9.573,68844f2d.e0a7.
24098ea3.d0d,73a013c4.3320.
0ef61110.764,bbc4bf8a.4b6d.
57ecfa04.7cb,dd3509e1.3d60.
5e009e73.591,e6035144.cfc0.
ca2752a8.20e,ba7d7e75.5eb0.
5522c161.76f,35d54dd3.7a97.
8c875942.eca,cc4948e2.0370.
fc767208.0cf,ad832a6b.147d.
9e0bdc72.d74,83b1c340.a903.
7268283e.484,390a4597.f614.
5fbae8b8.f9a,302b43e5.de63.
fa7b72ea.be2,08d7b52e.d821.
8fcb8edb.6b3,2c0e2b1d.da2d.
1ab1e605.b3a,97ebeaba.a076.
1a105701.0b5,eaf02954.09b3.
67ae9470.fb2,01ad2c15.f92a.
07a4cff3.8f9,11f3b08a.0196.
3190aba6.100,a0a457ed.e3df.
3bb32736.105,6a40ae72.5add.
9df5ca78.a67,9c328509.dc64.
cb482e05.802,4d935cda.b10e.
39735458.5e0,2f77fb2b.2953.
ab17ce2b.391,c1da903c.a5ab.
f909c7a9.f60,202dedfe.7143.
5d85d5aa.b27,5e12d92c.482c.
43c02095.dcf,757ae7be.ef3a.
0fcda4ec.61d,282b77c9.5d64.
449c5ac2.049,5a1e842d.ad44.
6c2ce55f.1eb,4dd5c28b.6f4e.
b7769353.857,88d43b75.0aa0.
43a52252.0b4,ce4bb275.3ee3.
95991866.360,f1aec1df.5f8e.
3f41a312.e3c,7d9181b4.d734.
3ba96643.fb6,479da63e.8761.
515cadfd.e4f,78a7df50.e4fc.
74f03ba8.e3d,c451aea1.22dd.
6cb89fe5.49a,728eb390.0ce2.
17361b17.a21,1de2c849.bd93.
14c523a0.f1b,9643ed1c.12ce.
3c664f50.65d,518268f6.28e0.
d119d7ab.27b,a461f96b.428a.
3003cde4.f13,4ad34f50.f7d5.
6839d8f5.008,88871003.4f4c.
bc993eaf.281,d81ebc92.dde3.
42d79861.b46,1712c5e0.1804.
573230ee.e7e,f2e5fa13.9dfb.
5d812120.dc9,c73283f1.37b7.
fff92cb4.7ce,dd2293ca.649f.
3dd6ff39.b89,1aaee6d3.8096.
7932a6f4.5e5,27d548e0.755c.
fb1bb758.a84,c7e8a2b5.fe6e.
b6315f34.3db,c15fdbb0.e884.
574a471e.92a,e755128d.75bf.
746894de.fd6,9c68b6f3.2108.
8f88b866.0be,a01bfca4.74d4.
ef2c61ba.aca,bc8f6044.965a.
18e59e68.280,52ec1f62.1e74.
c4a93890.d05,e6eb6e17.0778.
91c58c7b.ea0,6482266b.2ef2.
bb53d756.564,d7d61005.e756.
63a047d7.662,8bdd14ff.a7d3.
52f35434.014,cf42ff55.661d.
691c1662.971,b6d8210f.210c.
9d11efaf.1b8,50b54029.a695.
4bad45b4.3ff,6ce43c1c.ba52.
3c6a5680.e54,66791a89.11e3.
14b8f66c.454,5b3ea58d.7717.
f31cd903.86e,ed5377e6.a7fc.
b1185eca.7f9,baf23bb0.6500.
ff621dd5.b3a,46370f07.43d4.
76ea42de.5a3,bc097d5d.abea.
87833bf6.ae2,4fb4beb3.9dfa.
cc767952.7ea,b365404a.d643.
af6ab53b.2ab,153cf1e4.672a.
ab07acc0.5d0,3adfaaae.b327.
1e73236f.227,3630c53e.db0d.
23b2fb5f.bf0,032d21b4.14b6.
77cb8cb5.ca9,1df78e65.ff28.
e8a80576.45f,a801e4a2.b2b8.
6ad0fef0.071,f28ac313.e086.
d7d3cad0.35b,33afd747.9367.
a498f28d.6e8,19cc24b0.d7a8.
6d9d344d.f4c,8e6382eb.2da9.
d873d5da.0dc,cca55600.ad23.
30a2cacc.c1b,eb1e0e6b.9cf5.
5487e791.1a5,a45f48df.f5fa.
7da06174.83b,3e0bfafe.92fb.
891a21f7.283,e68723cc.bf1e.
5a745509.723,0b948617.e8e7.
e8c9d7be.f08,e42c9d48.8a3f.
7d660090.133,8649c7a1.3702.
ada8ac57.9dd,c2ecef55.741a.
b59a7317.56d,a9d1eed1.8fe1.
d74f0d3d.60b,15b8e9e0.6fc9.
bd757fd4.812,1db13f58.f16a.
680a2e58.564,65895092.d01f.
60fdc3b0.a9f,d01838f8.c81a.
5d8948d3.338,eda39cd0.fc48.
65e35bcb.d07,a147a1ba.0dec.
4ad2ad48.c67,be66037b.0456.
0b38f10f.3b1,04a227e9.3f68.
98b8985a.38f,93cf8aef.8909.
639cfdd7.7bd,1fb35f38.72a6.
338a2f57.c42,37669783.cad4.
fd3eedc9.7d3,73ed3de2.a076.
28a9c713.b34,cc071532.9719.
1c639fb0.aa2,deba0894.ca56.
94b68535.561,923988bf.bf00.
db093ca5.e64,06cd6cee.cc64.
99d011ba.031,d86bc307.6887.
371c87d0.9c4,45460722.8a0c.
8069a6fe.6a3,91c542c9.1d4c.
f583df81.b3d,ff4a0c6b.f98c.
fff54c16.a71,d43e01bf.3ff5.
ff4dfe80.0b0,8ae566cb.b3f9.
88a3284d.6a8,11145f5c.42b8.
b8cfa326.3c3,53130c68.8260.
f34fd5f0.a67,212687f9.688b.
b1b1f7ba.f1d,2a8e01eb.d1c2.
8463f127.c69,c7027d22.bd6a.
24503fc3.31f,8f321bf9.afe2.
5654b1a0.482,dc21a278.26a3.
7d0b11f5.44a,802f4a81.06cd.
9d500fcb.12c,682c8fdc.bff7.
e6293a67.be9,351b60e7.78e1.
51a4fe4c.eb4,3fbad564.28b9.
0578ae06.cb0,75396678.fbbe.
12389b67.48a,79ba5d0c.ef7c.
17c29d67.bcc,35effd6c.9340.
b59a032f.651,806db550.8d46.
a96f4b48.f7d,66e1d621.f25c.
02ad5cb3.2a1,6897f98e.56f2.
a1e0a0fa.272,08647c19.3f3c.
70b0e197.d7a,8906df7c.34de.
011caace.6b8,ccd3365e.4c4c.
b69e1fa0.358,242546c9.a824.
ba8bed7a.3a0,e696e724.7324.
609d08cb.89d,9790e3b3.3924.
2f86bc6c.bbc,d89b7bc7.a973.
214a105e.4c0,a7c3a7d6.f548.
b22ac7c7.dc0,7c505926.1204.
469f3a01.1db,7e507043.a843.
f3330f81.e3c,61712c4b.6497.
b5c6e727.9b1,d51e032e.07b8.
7869152b.446,613cebee.5d62.
1968ac6c.edc,8be9b419.ac68.
903324b1.342,724f9505.8b0c.
0ad8c8fa.9ee,3ae94286.93bc.
28cf6dd4.b25,ad7a9fb1.02b4.
e0134bcb.c36,1a75454c.c1dc.
6e09f5b6.dc2,1626e86c.42ea.
3bf4ba89.3a9,cceefe4b.f34e.
f1144a82.1ae,68caff56.2173.
ef489c84.ca6,34b85b85.b2a2.
a70a24b1.493,3e049369.982f.
ee3f2f46.e0c,68815edf.0c09.
c0acbf6e.0df,daf04508.bc96.
fed7c3da.349,add2281d.d3f7.
501c0aed.918,74be58f6.83a1.
66448680.f5a,5c386a0f.0c65.
eb352b40.d72,2ab07b33.b194.
4b4b9668.25a,838a2c4b.8bd1.
c2235eb7.f31,515153af.0b67.
c5252f54.6de,8b8bfac6.c2b5.
0e7fa220.bc2,3ee68dfc.1444.
278b7b2b.a2e,630f3af0.d2ac.
2c0b0c84.a14,2799232e.0643.
45887f84.61e,2d06565d.3d4c.
0cfe367a.7bd,10066686.7ee4.
a1b535b5.812,6b597db2.8116.
e0d488f5.b64,99d31ca6.9277.
374eb94a.465,966f3289.2669.
9b6aa82e.ffe,abf1938e.34f1.
13382401.cc1,ee8abaf3.1c86.
f28b6ab8.9ed,e971eebe.0872.
04b367de.359,8574cda9.3e71.
a7bfe857.797,b85ecc49.098a.
a534690e.d4a,02fe89da.016c.
b8e70223.739,62e0a90c.61d2.
07e9425a.c7b,39b4fbe5.0623.
58b4c858.50c,36e39ed5.f813.
65b638e4.249,9280312e.eecf.
e6955d45.242,b670689b.f349.
7fb03678.767,f757d455.547b.
c675d843.def,520b2457.73c5.
4c52f0f3.f74,c2f3d590.2a0d.
af3234b5.151,12cd287b.300e.
337f5cd4.86b,6a1f1ae7.e96b.
232e123a.213,f8e558b0.f926.
673017e6.b18,6fd3dc53.e16f.
8fdbab88.86f,a6802734.f171.
811b7e18.964,57a155e6.86df.
9038a61b.c28,af2373f2.220f.
173e8d5e.f8c,192cce14.043d.
b7177e79.ac5,2bcbb140.bd79.
92c2533c.fb2,905f0b52.62d8.
55cdd704.4ba,ddaa52af.adf9.
3f079b12.09e,c239658e.9f72.
e22cff32.ccc,da5ed644.3d88.
1741b3dd.ddf,22d15f95.cb68.
d02b12c6.421,74a5e9a6.47a9.
d92e7b3c.49b,7ab7a548.982e.
354559d7.bd9,499706fc.1604.
b07823a7.e52,6fe16f76.4ab3.
40c907d9.cfa,c7d80b8e.946e.
faa77696.849,e8a20ddc.3f66.
b6da51e5.689,a71529da.898c.
60224b65.bee,49add087.a928.
49439cf5.34b,00d42bba.3c67.
15ffc0d9.619,77f8d628.4ec3.
c6cb29fb.af6,65b81873.f750.
ff525d00.b34,f28430d9.d6d5.
ce9c7e7e.26b,654e8f1e.38dd.
0ca07365.8c7,9637effb.8111.
0290035e.c7b,82d371de.c8ec.
6b5764ef.04f,8d8156a3.1c76.
b62e5f88.1a3,20ffe826.fede.
8d935ff6.487,c63bb1a8.f17f.
48899f5a.48c,c6fee1ce.3b29.
9d6c507f.cf2,6652feda.60f2.
47486498.e0b,3c4df060.fe8f.
1707fdb2.518,61eb6c93.322b.
0559ea13.b1f,e8e39d0c.6453.
f987330f.712,6280cbd2.c549.
9949582b.d63,13868b3c.1930.
5f6c38ac.a5d,6042144b.902e.
3544505a.35b,c4ae7ee7.7a80.
46631cdb.fb8,81de1f1d.02e4.
9705e183.75b,0a60fb1a.5741.
66e3a13e.b9f,5f787c23.37f3.
eed92e69.b62,793cbdb0.8f58.
a721c944.190,e9bf971c.2573.
892de1d4.934,1c76378b.6128.
a8cdabe9.500,472d80f9.ce7d.
e8dca285.a75,34ae864a.3924.
1782ad6c.fba,86289200.94c0.
64a4097c.c80,a4f8ad29.d6c9.
c938f994.68c,548f252c.cc93.
b68c9876.1ab,2469a0ae.d659.
ff70733d.06d,1afa7145.3e63.
ec55f896.6fa,b9be873a.56c5.
daad3103.39e,a6327757.5546.
0d1cc5f4.dd8,6e33afcf.725d.
e0888879.d05,c3350c09.903e.
5b5992e7.53f,cdc04383.2708.
92f3860b.1a5,c08cc31a.5bb7.
f2f12dde.59a,ff1e555a.c087.
6382eba8.332,13030443.5eae.
2f09f07d.566,f59a5985.f1d5.
d1a67bb2.8af,a07a01b3.0251.
1ba3cfa0.541,39893a63.0f14.
457ebf02.2a1,e2eae768.de5c.
69165a86.241,2b3d352e.8f8e.
6fbcf722.0e4,426f8ff9.267c.
5c357d4c.eaf,15fb9265.8355.
178063af.8b3,f499b50b.0d82.
2876314b.538,7c709bfb.5166.
ccac33ba.458,e5aed73e.9ed5.
3c15c28a.d56,a48f4d64.2af0.
e056c118.e42,682619b0.8c0b.
