matricula,rg
2025046300,7a3be6b5.6a3
2025040452,b4ff62b1.59f
2025015009,f53a7d44.07f
2025044710,61a980e0.cf8
2025042478,225a5780.831
2025021842,baecf511.67b
2025025928,b3bd9744.296
2025013043,ce5bdf0d.0ba
2025016761,363b2b20.638
2025048845,6877fed5.364
2025024722,4b0bbcc3.51a
2025023048,3cb35a21.465
2025038066,59f01bd7.b67
2025016199,e0fee8a7.491
2025008554,6aaa6d8b.f5a
2025025316,8e06efc9.ed5
2025011848,7a0ba58e.74e
2025029101,721c7da7.38e
2025033026,808897a4.03f
2025029155,bd26a9e2.350
2025008356,6327a051.c8b
2025037631,be05b336.a34
2025044633,23067eea.db8
2025028435,a4a2e7dd.cc0
2025025419,85597775.5b3
2025020462,79beeb56.50c
2025011238,64853b14.bf8
2025008444,a7417e0e.52b
2025038558,673c4f62.4fb
2025023648,b5864827.028
2025001093,8dfc06b2.a7c
2025013212,b5796c00.991
2025047209,f3beec3d.c49
2025042620,163d8a38.44e
2025028891,8e318b81.b3c
2025024431,0906acd8.693
2025025715,78780575.5d7
2025036136,08e24d93.77f
2025038565,83ff0744.78f
2025037581,8d09026e.98c
2025014585,031ebf8a.726
2025037736,f3cc8dad.437
2025006262,f5822aa4.f14
2025033256,50e94fb2.ec3
2025029717,5f5469cd.90e
2025028495,fc733d56.881
2025039527,f03caab4.53a
2025035976,eff9a2b0.fbb
2025003354,ad47412d.5f3
2025027155,f478fd4c.2b1
2025005408,850166c0.83a
2025021346,09b63144.b62
2025024608,d3a76d39.cc7
2025044542,27a21e48.276
2025003470,4141cb2d.386
2025025867,ed1bea29.db8
2025037182,5593bb91.34b
2025025527,2bfad088.78e
2025024711,579e2ad1.4f1
2025031587,b6ed90ca.47a
2025044537,90405817.af9
2025002819,8c91efef.c72
2025028816,e7d3702c.4ab
2025012913,0682d1ea.dc5
2025005428,90416681.60e
2025011530,c0a797b5.dd4
2025026795,d339e770.08a
2025034319,b944cea6.cc3
2025034393,bcf62050.270
2025011124,f4f1b7db.e6a
2025018399,fc61ddfa.2b8
2025030882,8d29d921.a55
2025001386,871a108b.758
2025046927,67495cb0.d75
2025001895,e7ff21f5.0f2
2025025468,37460df9.3d4
2025020141,aafe9db5.50f
2025012265,102620b8.5ec
2025038518,08321f17.7af
2025013328,1d8ee276.a1b
2025016116,16c361b9.e8f
2025048477,7601a7ee.57d
2025028055,989a6da5.8c5
2025005590,2ef0967f.346
2025021163,cb6a14e1.708
2025027995,1a846fdb.1e1
2025035543,deb4174e.cad
2025032209,e453c95d.2fa
2025003966,ed4a5701.29a
2025043673,c2a78ea7.c83
2025018216,0916f3ca.34e
2025003013,6a55316f.83e
2025025572,f2bee996.dd4
2025031098,67c71dfc.04b
2025025273,996185e4.bfb
2025025908,ed2b8efd.f2c
2025001242,d85008b2.bdd
2025029641,c0d8b653.9e7
2025009969,fcffec14.aa9
2025045560,6b4287a1.ab1
2025004976,9c07e724.789
2025049100,3d6992ec.b91
2025047936,67726d73.84b
2025037056,0524177d.3b7
2025022849,3e679e3c.909
2025011967,f2367799.7a7
2025034292,85b9291f.36d
2025005030,f1459b99.c15
2025023071,cbdd0903.0c0
2025004710,c62442f8.8c2
2025004378,b6111d1c.234
2025041037,348ed6c5.c6d
2025018767,6ca4fda8.4f2
2025022683,fdfb4f59.698
2025042768,7f742ce9.283
2025017048,419822c8.e41
2025000222,cc60c81d.047
2025003985,9d4e6592.07d
2025039722,95db6772.a1f
2025009087,c9ee5f50.6e6
2025048867,50b07d66.43c
2025005968,9b3853b7.e7b
2025004816,a634957a.dbd
2025037079,8f7a4b5f.0f8
2025020760,8a53bd99.868
2025006550,a7f51cca.666
2025015495,429405c6.520
2025007226,f38a1116.f74
2025024773,bfa5eee7.1b8
2025042830,e2b9be5a.f7b
2025036412,2d04c552.0c6
2025041523,fa769e1d.82a
2025048168,180bcc76.565
2025004792,2fa98e1e.615
2025043136,07c6f1c3.0c8
2025012499,33a3527b.8da
2025033748,e77ba94e.4fe
2025044241,45cca893.205
2025001716,9e4c0e56.8e0
2025037723,19e1c95b.cd8
2025048097,acf7b180.fdd
2025035794,4b511ced.56d
2025042203,1628b5ed.095
2025029727,386455aa.f30
2025032622,d90500e3.298
2025040333,a33f15d5.7a8
2025002624,2b5e292b.2e4
2025005956,479460fa.9cf
2025021103,688a7adf.918
2025032031,7371b815.30e
2025007910,4d22dc03.6e9
2025000439,5743113b.ed0
2025031646,c92d40df.812
2025012333,88bc9870.3fa
2025039105,82517994.ca8
2025023802,ca328986.25a
2025030682,f4191f1f.720
2025030311,4f237465.5bb
2025032873,854584a1.098
2025007811,34db7212.79e
2025000936,2db6cf05.77b
2025035917,2956f02c.189
2025027820,a4b75d64.d51
2025040233,af3d3b73.248
2025005357,8007362a.95a
2025001187,e282368d.181
2025049004,a865feed.5cb
2025020610,7fef6aa9.3ca
2025047202,387835de.458
2025039928,ac0077ee.e51
2025043031,ec542c8e.272
2025005659,7d9da6dd.221
2025037130,f777ed7a.3d4
2025040652,b8a1f91e.746
2025043610,927ade14.dda
2025034249,d23d2a79.514
2025045787,1424915e.cc3
2025007801,8f1f1150.7df
2025033722,fa4cc36f.46a
2025006467,ae834916.d1b
2025008708,23c16e20.bbb
2025007770,269b4d70.6bc
2025034684,aa3bece8.a03
2025038729,3066559a.a47
2025044230,0fcd4dac.562
2025004113,7a3b2d13.628
2025027459,2af17028.b15
2025046606,403694d5.017
2025047742,13f75e7d.c1f
2025008031,1ce9c591.a60
2025045847,cbc2c091.a86
2025038814,2f161ffa.616
2025000201,eee8da18.539
2025027081,c205196d.99f
2025013520,78d996aa.725
2025002127,d4ccb130.c21
2025007360,a1c49e93.3b3
2025042529,4b6a3dc5.1b5
2025046619,2dec47bc.c10
2025013617,7ffb3e1f.298
2025034385,31a0bf7d.1c3
2025043916,e1e5eee7.f35
2025039591,23ce5766.96a
2025008117,eeac545e.d0a
2025010524,c61ef481.56a
2025046407,d6a355c0.07d
2025002882,d75ec41b.e71
2025017207,c4bd1e7d.7ed
2025001921,473fc796.dc7
2025038485,b26f5ee0.873
2025037064,77213fed.375
2025025810,6ba879ba.e1b
2025039448,2bea2a0b.fdf
2025012331,a2a22beb.11d
2025031176,6c8cfc2c.cfb
2025004560,1e87fba5.540
2025019353,c7daf72d.98a
2025016730,96391763.092
2025018706,da812c9d.704
2025028390,10b65d64.87d
2025049776,0b0d7d71.f17
2025021348,76373c11.8b1
2025036933,ea9c2b08.942
2025039910,66a887ee.711
2025006358,9cb97a2b.b22
2025020478,aef467a9.9df
2025007272,618f5ac1.abe
2025038159,3b537098.7e6
2025024600,05963175.0c3
2025011220,96531b34.45b
2025000844,8872b76b.210
2025005104,db13185f.428
2025038679,3b3d7aa9.356
2025007939,415bb0c3.ea6
2025026903,a04da3b2.f59
2025035607,b8e9dcf1.b7d
2025023896,0e1fae20.40f
2025030345,7a5feeb1.e37
2025002567,23f72a42.7ba
2025032241,f344861e.4bf
2025045642,1e70cb21.831
2025028817,247e921a.9cb
2025031031,3f673468.ee5
2025011649,8bb25d92.46c
2025020184,cc709cfd.c35
2025027493,1681f2c2.824
2025001437,cae3afc7.c16
2025009383,7d67428f.376
2025020867,5153fdd0.30b
2025011076,34d30085.a3f
2025016889,85dd6364.8ac
2025000440,f56adc65.98d
2025044246,9666cf2e.32f
2025021306,9166296b.399
2025040926,83574e47.d38
2025043504,7e18ee0b.19c
2025027696,80f284d5.0d3
2025045232,58191afc.7ec
2025026093,cb182945.1ba
2025046486,46879803.69c
2025043579,7c1917d8.414
2025002913,1b2d6d1a.35b
2025026897,a0e314ef.6c5
2025024752,9a757610.183
2025032985,91452f3b.c4c
2025044795,a574e1de.c7d
2025023740,01a80071.a8d
2025035224,deb054ee.fd7
2025008807,3b3446c9.0cb
2025006318,503fb8f6.e61
2025042049,19fd998e.dc8
2025035338,50c93030.6f5
2025049840,fed48f8e.ebd
2025007304,afdbd4a5.bf9
2025010110,0e64bd10.355
2025001377,3cc17859.d0e
2025023211,9e2993e7.092
2025022014,b0d5ea2f.a90
2025018926,56313c24.8e6
2025016846,507af920.306
2025028652,af4cd550.522
2025042250,425b6d70.19f
2025048726,3511b40c.009
2025030042,9cabe484.fb5
2025032166,fbb39aa7.30f
2025042170,1d3e8bd7.a43
2025046880,eb6d5000.c02
2025046567,1450b07e.4f3
2025047662,2d5fe72e.694
2025030287,53295c59.792
2025041821,e1abc94c.fa7
2025011982,f2f63833.f2d
2025009981,071bd9af.525
2025005873,29fb576b.0fd
2025028923,7e738a94.dd6
2025016525,f27a5324.364
2025045071,195956f4.4a7
2025008524,2a441ac2.388
2025029698,a4722d7b.fa6
2025002764,354042be.2b1
2025015064,990a60d6.77c
2025042297,6f51e485.958
2025037168,c07c5939.ce4
2025039951,a007e4c9.e7d
2025036265,5fbd6747.f85
2025027730,cd1cd294.c9a
2025013359,b5cd80f4.e51
2025031202,ddaab7cf.b9b
2025046367,24283d76.0f6
2025037597,b8b0c76b.772
2025046195,fcd875b7.356
2025019488,743bc35f.71f
2025041594,0f6dc1b3.5b5
2025014881,1f0a6a4c.705
2025040380,96d86410.fb9
2025006952,91904a68.f7c
2025046899,697e887d.677
2025041755,79c4f821.8f7
2025019171,22baacde.5a1
2025048942,2578d2b5.4c7
2025001719,f20c5e97.e5d
2025015232,cd258f8f.342
2025004198,7ae48e92.9e7
2025049280,873f2488.0cd
2025010224,3d6cafb7.63d
2025004464,36242e8c.841
2025002160,7b6ece41.7c9
2025003872,1ed8cec3.9a1
2025021157,39362344.cd8
2025030590,97e7482e.2aa
2025016631,ac05d68e.d3c
2025006713,15bb1ea7.d5b
2025020008,e2106bb0.074
2025019468,7111f655.a9e
2025046814,b3b6d3b5.98a
2025001917,c131836e.4c7
2025018353,81204149.297
2025005523,16d50696.993
2025023083,0ee1d0c0.53d
2025028869,51f0f942.f5b
2025046497,1b3629d5.488
2025013692,296e0265.fdf
2025008283,dcceae74.0a0
2025026049,e7b5312d.693
2025012532,91333a99.69a
2025020836,2086084d.e00
2025025407,bc6f9c84.124
2025008257,9e2c7350.5cc
2025029893,31839e67.7d5
2025018937,a79d4e84.3c7
2025035265,bea34ce2.fa1
2025043077,0a79599c.de2
2025045819,09c71d76.c74
2025019728,4c8c4811.335
2025001103,af50b669.a68
2025030175,ed1f41b1.366
2025016502,ad2f616b.a95
2025007184,5f892011.013
2025011875,160ecdfc.ba4
2025022662,97f2e4e2.742
2025044192,5b778af7.903
2025003560,8789b232.c4a
2025008204,36ae3367.d68
2025003550,526c84e6.318
2025011924,1a1e7152.11e
2025015892,73eb3126.ac6
2025001669,c1efa302.276
2025047279,a2d5f54b.c23
2025029611,0f4fa176.dd0
2025035122,9443bd44.4d6
2025000254,17aff4bc.9f8
2025031914,c989f5e7.383
2025015099,1795b893.79f
2025008225,3c2e86b1.4ef
2025031521,c8d5a882.7af
2025026812,315537d8.689
2025019920,c6e776f4.cb0
2025018247,0a7d0f10.6da
2025015531,71e3c2ef.1db
2025019143,501c2920.8d2
2025047922,f54f22b7.aee
2025015430,d7ef8dc8.6a6
2025041882,4a00a571.4dc
2025004020,fa43d89a.293
2025033480,80b2e248.a46
2025048937,a773aa33.7cb
2025003525,64f9505e.2a0
2025005250,23873a4b.9de
2025029900,a7350d5e.0a4
2025006845,b64e6543.bf9
2025033261,a888ec9b.edc
2025004700,5a54d71c.07b
2025045976,16e462eb.e6d
2025039037,be06d8f0.9b4
2025042286,834ca167.ac2
2025012949,bffadc98.56d
2025030126,102cbb0e.00e
2025015359,12de168e.513
2025011352,e17a5540.a43
2025018764,20c94dd6.3a2
2025005532,e5e409fb.f6f
2025046905,d8d5796f.a2d
2025032261,8d84d6f1.928
2025016892,382250b4.894
2025030616,52a1c76d.1af
2025014590,a8265909.4fb
2025001775,a34ddb70.b8d
2025018266,1a7205d7.b89
2025015922,6c78bf81.3e3
2025039076,1b3cc950.996
2025048736,693146e7.ac9
2025042879,5a66ee16.2f6
2025027874,fac050c2.f0e
2025000694,abcabd4c.efb
2025002508,7867b815.c36
2025021107,dfa7e5e2.f30
2025045866,b0367fc1.2ef
2025044467,9ab49e5a.f50
2025035242,25d75d34.d50
2025004837,d8bbb5d2.eff
2025041394,f81c204f.084
2025023335,67519679.b95
2025042417,420efbad.a53
2025010789,2e853ff8.8e3
2025036822,c51d3eba.3e1
2025028687,b3d63215.436
2025031871,4857946f.01c
2025006536,6cb8c01a.795
2025032268,24f31e3b.d41
2025042457,c90f8459.0a5
2025007352,cbe53748.dd8
2025036476,39ae0e8a.8b8
2025017320,968336c7.a78
2025028729,6d78068d.b45
2025040171,e817ecd6.2dc
2025041406,5b1cab3f.41e
2025049983,9eff6ead.b5c
2025006149,55803767.8b6
2025022606,c66d3f81.4e5
2025001211,2cfd0be5.2b6
2025010140,f54b380b.371
2025022126,619443b7.f77
2025036298,7fa08865.5d6
2025048443,b22ee1f6.eca
2025005007,45ca116a.eef
2025005466,48037c47.473
2025008250,f282ae7f.f4c
2025022596,a4d3f31e.577
2025033694,1848d49c.149
2025024283,ae82e9a1.315
2025029295,fc821a3c.2ba
2025021035,7678a885.622
2025020545,7b0f438b.976
2025013576,0af6f39e.b05
2025039402,9c23c4b3.eac
2025019430,c4767db3.ab8
2025020091,b0501006.2f7
2025026760,f6c2c71b.044
2025025194,11502696.915
2025024802,ce3130a2.358
2025045254,6f017f58.7ea
2025009016,0094d685.c1b
2025049165,3f2850f6.7d6
2025015654,f4773f0a.619
2025031737,a6f09206.8b3
2025045262,a1dbc216.3bb
2025035544,0654394e.184
2025025452,d97177d2.8ec
2025045945,1b9f50d7.c32
2025013019,c8384a65.e2d
2025009804,4aa9fe15.b66
2025005390,ac1aeb80.7ed
2025010733,11813ba0.cc9
2025048467,6f11642e.2d9
2025032211,80d1a68e.185
2025037630,fd408c42.ea9
2025034070,456821bf.db3
2025027288,0bd88571.5ab
2025007199,bbbdca2a.8d3
2025043501,240f0352.e02
2025046154,7b4275d5.d87
2025013874,80729c27.ed0
2025025633,9991d78e.3dd
2025027951,fd84a71c.f57
2025001116,30674847.036
2025017079,f4a0e6c1.5e2
2025017477,9d84410b.bd8
2025036216,9cc576a9.1e8
2025001457,aa25ba04.be2
2025044755,886189f2.1ff
2025016465,3ce017f0.1d3
2025047673,48993e68.089
2025027348,3110bd86.168
2025018246,baca7b40.a57
2025039772,f3af4251.8b6
2025039462,97154115.124
2025018898,004ce275.3fb
2025011938,da0bf7e6.9da
2025008221,e960cab0.5a0
2025005957,bb13a743.ca8
2025001465,36a9ea81.a61
2025027491,00fcbe5c.f1f
2025011166,b7c9eecd.a39
2025029879,8c8f4db5.cae
2025019389,523b81e3.5a3
2025008366,f7adb1ec.a49
2025049619,60a98923.545
2025024826,151b9ba0.c48
2025044276,c3bbd805.79e
2025048990,74a54c34.72c
2025020163,066a200b.1e1
2025025502,769d469f.197
2025022820,0a237912.413
2025045912,afd7ed2c.5f4
2025036103,54433b7d.f39
2025013317,c1609714.3b9
2025006572,64b5c64f.07b
2025027264,8999815c.0e6
2025007004,25ccc11d.31d
2025046317,8198e095.3e4
2025010870,94fd3445.13b
2025002089,d3d1c566.51c
2025049883,9355556e.b55
2025023816,dacdfc65.d08
2025011184,3625eae7.65f
2025049941,7ddba731.50a
2025049566,a4e7d99a.611
2025000957,dcec6f10.9dc
2025033610,f766c01e.1f3
2025037948,e7d38c6a.a3d
2025010369,c271b00d.93c
2025033773,0fa3105f.4c2
2025038839,23ce9fa8.ba9
2025003111,1eb21ffa.5ea
2025014906,fa4cf51b.a4b
2025010515,cd362e16.68b
2025048641,5e0547fa.464
2025018171,8031baec.be1
2025047123,7d862931.a84
2025009628,532c0f9f.ed0
2025019336,d61b4f8b.131
2025021412,f5789a61.c51
2025041750,b216403f.43c
2025032438,ea57a742.f0a
2025044216,8bda770b.329
2025044893,9d9d70e7.564
2025023947,6376b329.cb6
2025043073,42dcbed6.37d
2025036878,6e06c220.092
2025024646,3800356d.171
2025000166,6d3ff384.525
2025022293,f7f024ba.505
2025013011,78371d8c.570
2025003747,b4c830ea.703
2025040206,0cd2a911.469
2025022833,f526ade7.931
2025016153,5d0871f1.af0
2025030547,4273c2f4.aec
2025042371,5059bdf6.16b
2025037387,a4c8a205.1c1
2025026056,aa35403f.f5b
2025007829,b0a3127e.452
2025001517,71c49d15.d6e
2025013538,75aa14ef.580
2025012690,583ba50f.fec
2025028690,de239aea.adb
2025018438,3f7927db.f7e
2025025042,41cdb917.a81
2025007749,2d233eb0.11f
2025001893,218f53fa.850
2025005703,7ea308cf.619
2025019251,59b35b68.f35
2025012993,6e1bac2c.fe9
2025002990,d8070c7c.42c
2025004578,29f96d4b.94d
2025038859,231060d4.f3b
2025016014,e1165e93.920
2025040087,d08cef07.982
2025007374,88b11f13.2e1
2025012024,07a7f344.dd5
2025049270,722df17a.b14
2025025819,286a854b.607
2025001912,19794103.48c
2025033582,b4981396.c62
2025032274,d3ad668f.5ee
2025042169,0379c640.d6b
2025003503,26aec2e3.5a3
2025023287,bbf6a7dd.f52
2025040507,d2719cad.412
2025039684,c157bfe0.850
2025035340,d0f0c992.303
2025031687,51c29f71.cef
2025021064,b0bd9fb5.545
2025021473,9a0ac3f1.3c3
2025044046,c8c7f3f5.53b
2025041189,8c6242d6.f8e
2025015186,4f461ab1.2b7
2025035816,916c476e.876
2025030697,88625adb.369
2025023443,95f097ec.2fe
2025016204,0190f331.3e4
2025043634,94f6eb1d.f83
2025005637,2ce9e751.725
2025025243,0502e7a0.055
2025035281,1dc85d56.db8
2025011442,c27ad5f1.8e1
2025018812,e50cb4bf.aef
2025026339,7813142b.685
2025029008,8da459ed.b72
2025001822,ef9fa6aa.933
2025033416,981828dd.8ae
2025017166,fb73f64b.e75
2025023129,9115f27b.216
2025013564,bc588686.1a9
2025033161,7d24718b.28d
2025018398,55b94455.2b2
2025035973,5713864e.69b
2025030529,2664ccca.374
2025021654,17958178.6b9
2025010020,f80231e0.e46
2025041385,8d8596e8.89e
2025036643,bf9d9cfd.e9f
2025043346,78af3afa.196
2025046103,180ca513.930
2025034466,141e036e.bc8
2025025854,d19919a1.b40
2025016468,baa28c0b.5bd
2025013165,20a00703.b95
2025048344,d9e0af14.be5
2025011646,768a01da.5d5
2025049920,52b2f0b6.467
2025035982,8d618a00.d64
2025038824,dbbfb943.f03
2025009803,fa96f693.b48
2025046853,2f8cd419.9d1
2025006679,7a8f7f13.e16
2025044074,24b789a0.ec2
2025000204,7773a8aa.a9a
2025000238,3b8ebc72.585
2025025820,c0ce53e6.0df
2025024867,c6d09bd2.588
2025032999,d424eda6.ca0
2025019927,559d30f0.630
2025006569,fed3fe92.863
2025014634,b062346b.435
2025034443,5b569e36.e9d
2025034412,8ac171ea.bf0
2025045065,cc95e878.d48
2025003999,747be46f.79e
2025036494,7558548e.c71
2025022891,7511d800.90d
2025022565,a310ab34.8ea
2025040572,d65abfa1.5ce
2025049546,7fa3d338.f3c
2025009360,d1178e91.099
2025023888,7920da13.3bb
2025017348,4f718a4b.2e4
2025018738,9364a885.959
2025019951,71d08dab.dbd
2025017989,9a6bb733.82a
2025016435,a672cf3f.07f
2025031302,7d9d9c4a.55d
2025001759,9c27b47a.85a
2025018005,5ab69be1.a33
2025032055,0ca4ce93.d40
2025004013,5ac0ede6.9f3
2025037572,a31a5a09.7db
2025006519,84063b11.8bf
2025045767,5d7bc12a.21f
2025028897,d6440f9f.0b1
2025007253,61ddfe0a.02d
2025047253,83586e9a.3f6
2025039479,cb3d9515.3e5
2025004627,edd8a46c.1c8
2025007310,93072020.cdb
2025027303,8418caac.03d
2025033424,869db474.e99
2025006490,d4f34851.fcc
2025022163,420a3d7a.150
2025002145,642b7627.028
2025037995,c61cfc1d.e9f
2025010002,a1f4c312.00d
2025031596,96829d4c.cb4
2025034792,dc77883d.21d
2025038610,52fd8ecd.e9d
2025027660,3ab8f294.f93
2025041639,020752d8.2fe
2025043108,3ca9b29a.c88
2025018847,7267d0cd.4e2
2025025528,5bcea9cb.79d
2025034232,a70164dc.0c2
2025041798,5f91f7d7.777
2025007656,84249d78.edc
2025012576,7b9adcf9.fb2
2025022558,72869860.164
2025025563,7debee94.5c0
2025027602,80f9e236.40c
2025004552,79d8f08c.2fd
2025001838,9de36740.170
2025004332,ded13c2d.e42
2025001276,956e8464.60e
2025031640,c2d85953.a6d
2025024384,1fa4f99f.072
2025046568,e3c7d97b.ba0
2025027849,4d28aab0.c5d
2025014882,d8e476cc.35c
2025028630,6540b0d9.f21
2025032518,520bff84.e59
2025028884,d587e817.9b7
2025049748,7dcf0be9.0f0
2025011856,3adfc159.22f
2025007231,4cc0ce14.20c
2025002580,694d945e.301
2025002546,05c0b01d.a2c
2025000083,f7cd82b0.811
2025037768,bb88791d.eaa
2025020908,67fffb46.5f4
2025001018,03fbbca6.3ec
2025043523,2fa57fd4.93a
2025038941,65ba9cd5.4fd
2025033169,0576d9b7.da5
2025021098,b0327b64.155
2025042284,3b3fc1dc.360
2025042730,c426d38b.5a9
2025040548,b8f0b682.45e
2025020645,c5176e88.e07
2025025503,edb8cd11.edc
2025030994,4765c7bb.01b
2025008418,0eb5bba0.acc
2025043871,a091e77c.c25
2025021400,e6092bdf.1ee
2025006234,2f5903fe.c29
2025040788,e937b68b.842
2025039042,676a45da.199
2025030402,1381650a.6ae
2025003491,7b1171d5.b5f
2025002180,e2f90d1c.715
2025004771,c2613a86.4bd
2025013868,6affa04f.751
2025036227,5ea7477c.f3d
2025015487,c61b720e.420
2025028831,6b36ec5b.71b
2025043314,290da6b2.aab
2025021421,cd91885a.a84
2025024890,70429846.2e2
2025036151,f8d476a7.aa5
2025037815,bf5c5ed4.e2f
2025029708,5ca17fb6.fcb
2025013827,21c9b514.eb7
2025025134,6d4dbe58.4dc
2025018022,f3fe23fe.453
2025015320,d4f26333.846
2025023121,dd548f32.00a
2025043625,08c9b154.47a
2025009088,154d9ba6.162
2025016280,5a858bbb.abf
2025023836,7bc5e1fa.e12
2025007277,996b7374.390
2025029714,45759c4a.d16
2025020104,0c8ed3d7.9b5
2025039331,f53e7f2f.636
2025033684,0dc327e8.a4c
2025008008,0f6218cd.dcd
2025030889,d5f41c41.9ec
2025005542,65f0af77.0ba
2025048390,d5a41edb.291
2025031427,619e356c.32b
2025018590,9feb36fb.403
2025038806,0f09aaaa.2e3
2025013686,f2c73cc9.46f
2025016066,a5fce24c.485
2025048521,6eac053f.968
2025000008,80d65f0c.62d
2025008566,d2182897.1b2
2025034840,e90d0a4d.8cf
2025049837,587a514f.da5
2025018551,be9d50b4.f9b
2025006180,9508d2b2.cc6
2025039880,333b93d5.5a3
2025015410,84ae54f5.3e4
2025007428,5e415ae7.1d7
2025037703,1e69392f.daf
2025037226,963528e1.943
2025005447,99e703a8.e36
2025039547,c3e8db78.6e0
2025045359,9a863b77.111
2025046346,e8250eea.9ad
2025019254,c8c643e0.82a
2025046747,e8e499c2.43a
2025038945,c6dfbefa.fe7
2025029466,2f6e8de7.a01
2025015891,aea20b6a.28f
2025028550,7cbb4166.128
2025044352,a5066c0b.d62
2025017896,4d83607d.e82
2025035815,e5089d69.5c0
2025029434,259615f1.4ec
2025007087,ceccea15.f33
2025008919,f152feb8.a29
2025003527,ff74ce7b.446
2025010419,d5cd212e.080
2025047311,fec07e8e.068
2025010052,1c1f8aaa.f80
2025006285,ae71db5e.7bb
2025038850,fa98f4e0.190
2025004263,0e77cdc3.0fe
2025004047,9bba25d0.73b
2025034789,234a92eb.3bc
2025039996,62ad5779.16e
2025032979,ec6b10fe.51a
2025022782,67e54b26.613
2025023060,e293e601.f15
2025040920,e4ef48fd.547
2025026559,66510687.d49
2025035011,b925b1c9.bdc
2025035355,e90ab93b.6a3
2025046943,df99516d.762
2025027750,cdc95e6c.fd4
2025028662,f12c460c.97f
2025013575,81c209b2.b83
2025022166,b0b0ec13.c08
2025022886,8e6cbcfa.cf3
2025022634,9b640141.e92
2025030763,18ea154c.0d1
2025035445,0effefcd.7f5
2025044933,6474ad0b.11a
2025040677,2f239b68.7ef
2025028483,541346d1.7fe
2025031042,9d140dbb.c81
2025029159,2494d09d.989
2025013409,0537ed57.3b2
2025049723,8aba2ac3.a33
2025013205,60422f52.1f2
2025007156,af103b3b.ecc
2025033319,29e4a092.0e9
2025039766,83342ef7.7b9
2025035310,13e84418.37e
2025018773,9617fd67.6e8
2025009727,1b000e06.650
2025026918,5ee3932d.19f
2025007577,8f544fa7.c1e
2025009084,c5127cb6.834
2025014771,480153a0.d67
2025034516,91262e14.8b5
2025008746,30aa16a7.cfc
2025013683,d00acac5.732
2025014227,5b136c26.028
2025036582,94a7e85d.15e
2025018722,8d8088c6.193
2025049454,b91a376c.1bb
2025015763,7202c9fe.a38
2025021556,7b1b1c72.06a
2025006770,09f0a717.543
2025015335,517ca6bb.3b5
2025003516,126bf054.134
2025013691,0f16787e.d75
2025013431,eb874e0d.59f
2025010176,317d3b8c.485
2025049864,1e606df7.4a3
2025038340,8567e6f4.777
2025033247,cdb5559b.77c
2025039329,bfbbd125.f17
2025018037,82640063.9b7
2025001142,d32783e3.34c
2025037078,caab01e4.80d
2025004774,06fed172.d6f
2025024735,d3242ae1.25f
2025012098,92b7acc0.12a
2025036561,76e5f6be.bb6
2025010128,9c36d97d.1d7
2025030754,c0e7229b.88c
2025004186,9e5664de.549
2025000045,f1150ae8.eb6
2025016644,d5068067.4c2
2025014788,467e6943.7f3
2025021279,a8d80a32.d7e
2025025917,89a7e493.662
2025003934,455a9dbf.4bc
2025036641,538a17cf.d8d
2025032676,56f36e77.b56
2025007254,8ab8a568.fce
2025019907,2559474e.2ed
2025005399,6afaac8d.182
2025030318,d2131912.451
2025027056,2a3647dd.fc8
2025008520,d4aa3777.d52
2025042057,afeedd77.bc9
2025021011,f0b8cf8b.9b2
2025049680,c2f7a858.121
2025037484,454fe293.611
2025010795,8cef1a24.856
2025006159,a66a402e.fe7
2025039562,8a2d55e4.fd6
2025013498,e67a15e8.a1c
2025010596,265a00af.f57
2025010039,a9a59e4a.758
2025038201,a37a9c1f.21d
2025046812,6fa0edfd.f86
2025035980,1963e3c0.fdd
2025031528,97ba3048.79e
2025013967,d3c4bef8.36e
2025013788,6e363a0a.938
2025019196,e1e89fb7.858
2025008037,869a54de.dec
2025011850,a02f60d8.412
2025026356,cdddf243.2ac
2025047764,d7549b10.66c
2025048776,b2ad9336.a42
2025046631,4ce2e878.295
2025037883,f7cb7493.713
2025038450,47bfb284.fba
2025026924,8d652283.7c5
2025012352,d86a9fed.6cc
2025013958,228e9f39.154
2025001969,8bbfdd93.ddc
2025009939,4b39099b.f87
2025021385,3f627486.617
2025002122,7ce9e03f.28d
2025010277,eaac73d8.6cc
2025019115,b6d7be6b.28d
2025011325,99e73674.fb9
2025025665,cac009ee.eeb
2025010260,2ac3eb52.925
2025046493,c2708a38.933
2025013435,6fa3d11f.aeb
2025000562,aad66a89.321
2025029113,af428b7d.a37
2025020638,a7d95100.2eb
2025032918,eb7b113b.358
2025012957,cf994a05.a3e
2025016389,90be0fe2.e46
2025004403,5d4fbb52.783
2025043526,eb92d8e8.16f
2025015675,ac2e1991.acb
2025038214,acb4bda2.f49
2025042446,3253fb1c.51e
2025014008,67818bef.dae
2025006267,461dd830.25d
2025009012,230673ad.7c6
2025047709,b93c03fd.584
2025046483,ac449c89.a81
2025038832,bf24f04e.65a
2025046734,d53cd3d9.add
2025039235,c006ba51.9c8
2025039592,ecd44b02.aca
2025043581,d9e39a1b.24c
2025037889,fba0b2c5.7b5
2025041297,535e4eb2.1c5
2025012097,fbc204ad.5c1
2025009550,f71b200e.7cc
2025018289,67999fb8.731
2025024171,ed93aa8b.8f1
2025009266,2cd31c63.e34
2025048597,4406fbf0.b96
2025043883,91d04552.078
